cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,184,6144,1536,ck,13,0,11.1566,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,311.29,1073.88,0.0
256,248,8192,1536,ck,18,0,11.1784,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,558.32,1523.21,0.0
256,208,6144,1536,ck,18,0,11.1811,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,351.12,1101.2,0.0
256,256,6144,1536,ck,18,0,11.1822,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,432.1,1160.43,0.0
256,240,6144,1536,ck,18,0,11.1829,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,405.07,1140.58,0.0
256,168,6144,1536,ck,18,0,11.1836,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,283.53,1051.51,0.0
256,200,8192,1536,ck,18,0,11.2017,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,449.32,1443.26,0.0
256,192,8192,1536,ck,18,0,11.2173,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,430.75,1428.47,0.0
256,304,6144,1536,ck,18,0,11.2279,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,511.03,1214.8,0.0
256,176,6144,1536,ck,12,0,11.2445,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,295.42,1055.65,0.0
256,569,8192,512,ck,18,0,11.2522,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,424.19,1227.15,0.0
256,517,8192,512,ck,18,0,11.254,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,385.37,1148.88,0.0
256,535,8192,512,ck,13,0,11.2601,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,398.57,1175.27,0.0
256,560,8192,512,ck,18,0,11.2748,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,416.65,1211.2,0.0
256,551,8192,512,ck,18,0,11.275,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,409.94,1197.69,0.0
256,529,8192,512,ck,18,0,11.2846,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,393.24,1163.74,0.0
256,571,8192,512,ck,18,0,11.3058,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,423.67,1224.32,0.0
256,566,8192,512,ck,18,0,11.3187,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,419.48,1215.46,0.0
256,528,8192,512,ck,18,0,11.3191,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,391.3,1158.7,0.0
256,192,6144,1536,ck,18,0,11.32,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,320.13,1068.14,0.0
256,516,8192,512,ck,18,0,11.3292,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,382.07,1139.77,0.0
256,536,8192,512,ck,18,0,11.3302,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,396.84,1169.49,0.0
256,176,8192,1536,ck,18,0,11.331,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,390.89,1388.83,0.0
256,232,6144,1536,ck,18,0,11.3419,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,386.08,1114.84,0.0
256,522,8192,512,ck,13,0,11.3612,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,385.42,1145.48,0.0
256,152,8192,1536,ck,18,0,11.3692,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,336.45,1346.34,0.0
256,518,8192,512,ck,13,0,11.3838,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,381.71,1137.27,0.0
256,288,6144,1536,ck,18,0,11.3906,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,477.22,1178.03,0.0
256,144,8192,1536,ck,18,0,11.3974,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,317.96,1330.43,0.0
256,216,6144,1536,ck,18,0,11.4012,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,357.58,1089.64,0.0
256,553,8192,512,ck,18,0,11.4013,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,406.87,1187.39,0.0
256,546,8192,512,ck,18,0,11.4241,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,400.92,1174.67,0.0
256,534,8192,512,ck,13,0,11.4475,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,391.31,1154.55,0.0
256,611,8192,512,ck,18,0,11.462,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,447.17,1266.6,0.0
256,208,8192,1536,ck,18,0,11.4666,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,456.5,1422.42,0.0
256,168,8192,1536,ck,18,0,11.4687,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,368.64,1359.65,0.0
256,576,8192,512,ck,18,0,11.4716,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,421.2,1213.99,0.0
256,530,8192,512,ck,13,0,11.473,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,387.52,1146.1,0.0
256,256,8192,1536,ck,18,0,11.4778,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,561.3,1495.97,0.0
256,524,8192,512,ck,13,0,11.4862,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,382.69,1135.96,0.0
256,184,8192,1536,ck,18,0,11.4961,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,402.79,1381.35,0.0
256,583,8192,512,ck,18,0,11.4974,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,425.36,1221.55,0.0
256,626,8192,512,ck,18,0,11.5065,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,456.37,1283.73,0.0
256,579,8192,512,ck,18,0,11.507,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,422.09,1214.66,0.0
256,136,8192,1536,ck,18,0,11.5126,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,297.29,1304.66,0.0
256,621,8192,512,ck,18,0,11.5133,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,452.46,1275.63,0.0
256,599,8192,512,ck,18,0,11.5166,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,436.31,1242.99,0.0
256,581,8192,512,ck,18,0,11.5187,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,423.12,1216.36,0.0
256,596,8192,512,ck,18,0,11.52,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,433.99,1238.22,0.0
256,586,8192,512,ck,18,0,11.5227,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,426.61,1223.27,0.0
256,580,8192,512,ck,18,0,11.5235,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,422.21,1214.39,0.0
256,160,8192,1536,ck,18,0,11.5245,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,349.39,1340.63,0.0
256,608,8192,512,ck,18,0,11.5253,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,442.53,1255.24,0.0
256,618,8192,512,ck,18,0,11.5316,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,449.56,1269.21,0.0
256,592,8192,512,ck,18,0,11.5327,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,430.61,1231.0,0.0
256,593,8192,512,ck,18,0,11.5427,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,430.96,1231.4,0.0
256,636,8192,512,ck,18,0,11.5466,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,462.05,1293.9,0.0
256,549,8192,512,ck,13,0,11.5499,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,398.73,1166.26,0.0
256,607,8192,512,ck,18,0,11.5532,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,440.73,1250.75,0.0
256,617,8192,512,ck,18,0,11.5656,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,447.51,1264.02,0.0
256,627,8192,512,ck,18,0,11.5677,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,454.68,1278.4,0.0
256,594,8192,512,ck,18,0,11.5725,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,430.58,1229.68,0.0
256,521,8192,512,ck,13,0,11.5767,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,377.52,1122.7,0.0
256,240,8192,1536,ck,18,0,11.5772,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,521.7,1458.36,0.0
256,613,8192,512,ck,18,0,11.5841,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,443.9,1256.17,0.0
256,615,8192,512,ck,18,0,11.5877,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,445.21,1258.69,0.0
256,639,8192,512,ck,18,0,11.5935,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,462.36,1293.04,0.0
256,629,8192,512,ck,18,0,11.6082,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,454.54,1276.85,0.0
256,605,8192,512,ck,18,0,11.6136,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,437.0,1241.34,0.0
256,624,8192,512,ck,18,0,11.6164,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,450.61,1268.67,0.0
256,640,8192,512,ck,18,0,11.6315,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,461.57,1290.27,0.0
256,558,8192,512,ck,13,0,11.6325,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,402.39,1171.05,0.0
256,612,8192,512,ck,18,0,11.6347,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,441.25,1249.25,0.0
256,248,6144,1536,ck,18,0,11.6367,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,402.25,1105.6,0.0
256,525,8192,512,ck,18,0,11.6419,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,378.29,1122.21,0.0
256,600,8192,512,ck,18,0,11.6568,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,431.78,1229.49,0.0
256,565,8192,512,ck,18,0,11.6972,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,405.19,1174.69,0.0
256,637,8192,512,ck,18,0,11.7038,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,456.56,1277.97,0.0
256,515,8192,512,ck,18,0,11.712,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,368.86,1101.07,0.0
256,557,8192,512,ck,13,0,11.7211,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,398.64,1160.76,0.0
256,556,8192,512,ck,13,0,11.7268,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,397.73,1158.75,0.0
256,232,8192,1536,ck,18,0,11.7385,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,497.38,1426.11,0.0
256,568,8192,512,ck,13,0,11.7726,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,404.73,1171.47,0.0
256,570,8192,512,ck,18,0,11.8353,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,404.0,1168.12,0.0
256,622,8192,512,ck,18,0,11.971,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,435.86,1228.27,0.0
256,623,8192,512,ck,18,0,12.1431,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,430.38,1212.25,0.0
256,602,8192,512,ck,18,0,12.1883,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,414.33,1178.65,0.0
256,563,8192,512,ck,12,0,12.189,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,387.46,1124.52,0.0
256,679,8192,512,ck,18,0,12.4824,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,456.31,1255.1,0.0
256,643,8192,512,ck,18,0,12.4991,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,431.54,1204.76,0.0
256,667,8192,512,ck,18,0,12.5004,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,447.6,1237.08,0.0
256,681,8192,512,ck,18,0,12.505,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,456.83,1255.54,0.0
256,655,8192,512,ck,18,0,12.5066,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,439.33,1220.25,0.0
256,652,8192,512,ck,18,0,12.5164,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,436.98,1215.25,0.0
256,649,8192,512,ck,18,0,12.5179,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,434.91,1211.05,0.0
256,676,8192,512,ck,18,0,12.5207,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,452.91,1247.21,0.0
256,646,8192,512,ck,18,0,12.5264,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,432.61,1206.18,0.0
256,665,8192,512,ck,18,0,12.5275,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,445.29,1231.7,0.0
256,668,8192,512,ck,18,0,12.5458,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,446.65,1233.95,0.0
256,673,8192,512,ck,18,0,12.5497,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,449.85,1240.29,0.0
256,672,8192,512,ck,18,0,12.5554,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,448.98,1238.38,0.0
256,690,8192,512,ck,18,0,12.5566,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,460.96,1262.49,0.0
256,658,8192,512,ck,18,0,12.5644,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,439.31,1218.67,0.0
256,659,8192,512,ck,18,0,12.57,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,439.78,1219.47,0.0
256,684,8192,512,ck,18,0,12.5722,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,456.39,1252.86,0.0
256,654,8192,512,ck,18,0,12.5735,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,436.33,1212.41,0.0
256,651,8192,512,ck,18,0,12.5739,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,434.31,1208.34,0.0
256,683,8192,512,ck,18,0,12.5823,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,455.36,1250.51,0.0
256,689,8192,512,ck,18,0,12.5826,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,459.34,1258.54,0.0
256,703,8192,512,ck,18,0,12.5964,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,468.16,1275.94,0.0
256,663,8192,512,ck,18,0,12.5995,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,441.42,1221.98,0.0
256,682,8192,512,ck,18,0,12.6048,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,453.88,1246.94,0.0
256,645,8192,512,ck,18,0,12.6185,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,428.79,1196.04,0.0
256,701,8192,512,ck,18,0,12.6263,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,465.73,1270.24,0.0
256,694,8192,512,ck,18,0,12.6365,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,460.7,1259.85,0.0
256,704,8192,512,ck,17,0,12.6635,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,466.35,1270.51,0.0
256,669,8192,512,ck,18,0,12.7287,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,440.89,1217.54,0.0
256,712,8192,512,ck,18,0,12.7659,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,467.86,1270.91,0.0
256,715,8192,512,ck,18,0,12.7719,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,469.61,1274.28,0.0
256,707,8192,512,ck,18,0,12.7981,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,463.41,1261.11,0.0
256,717,8192,512,ck,18,0,12.8222,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,469.08,1271.91,0.0
256,657,8192,512,ck,18,0,12.8412,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,429.19,1191.09,0.0
256,733,8192,512,ck,18,0,12.856,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,478.29,1289.6,0.0
256,713,8192,512,ck,18,0,12.8711,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,464.69,1261.83,0.0
256,755,8192,512,ck,18,0,12.8717,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,492.04,1316.9,0.0
256,764,8192,512,ck,18,0,12.8723,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,497.88,1328.66,0.0
256,718,8192,512,ck,18,0,12.8727,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,467.89,1268.24,0.0
256,716,8192,512,ck,18,0,12.8856,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,466.12,1264.34,0.0
256,728,8192,512,ck,18,0,12.8907,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,473.75,1279.57,0.0
256,760,8192,512,ck,18,0,12.9048,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,494.03,1320.07,0.0
256,738,8192,512,ck,18,0,12.9095,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,479.55,1290.8,0.0
256,724,8192,512,ck,18,0,12.9108,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,470.41,1272.35,0.0
256,656,8192,512,ck,18,0,12.9143,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,426.11,1183.04,0.0
256,759,8192,512,ck,18,0,12.9151,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,492.99,1317.71,0.0
